accession,start,stop,strand,geneID,locus,locus_tag,protein_product,length,protein_name
NW_007930850.1,242366,243887,-,19888659,,BBA_05647,XP_008598966.1,488,NAD/FAD-binding protein
NW_007930850.1,244914,245582,+,19888660,,BBA_05648,XP_008598967.1,222,glutathione S-transferase
NW_007930850.1,245818,247517,-,19888661,,BBA_05649,XP_008598968.1,529,signal recognition particle protein SRP54
NW_007930850.1,247919,249161,-,19888662,,BBA_05650,XP_008598969.1,379,FAD dependent oxidoreductase superfamily
NW_007930850.1,249901,250911,+,19888663,,BBA_05651,XP_008598970.1,195,hypothetical protein BBA_05651
NW_007930850.1,252232,253221,-,19888664,,BBA_05652,XP_008598971.1,329,hypothetical protein BBA_05652
NW_007930850.1,254263,255897,-,19888665,,BBA_05653,XP_008598972.1,505,major facilitator superfamily transporter
NW_007930850.1,258701,259225,-,19888666,,BBA_05654,XP_008598973.1,174,OsmC-like protein
NW_007930850.1,260695,261088,+,19888667,,BBA_05655,XP_008598974.1,112,mucin-like protein
NW_007930850.1,261953,263620,+,19888668,,BBA_05656,XP_008598975.1,555,GDP/GTP exchange factor
NW_007930850.1,264444,265483,-,19888669,,BBA_05657,XP_008598976.1,327,Yip1 domain-containing protein
NW_007930850.1,266045,266434,-,19888670,,BBA_05658,XP_008598977.1,110,hypothetical protein BBA_05658
NW_007930850.1,266875,269037,+,19888671,,BBA_05659,XP_008598978.1,649,Poly(A) RNA polymerase cid14
NW_007930850.1,269866,271092,-,19888672,,BBA_05660,XP_008598979.1,309,C2H2 type zinc finger domain protein
NW_007930850.1,273095,274554,+,19888673,,BBA_05661,XP_008598980.1,456,"ferulic acid esterase (FaeA), putative"
NW_007930850.1,274677,275871,-,19888674,,BBA_05662,XP_008598981.1,315,Alpha/beta hydrolase fold-3
NW_007930850.1,276696,278251,+,19888675,,BBA_05663,XP_008598982.1,480,alanine racemase domain protein
NW_007930850.1,279675,280664,+,19888676,,BBA_05664,XP_008598983.1,329,dihydrodipicolinate synthetase
NW_007930850.1,280996,281533,-,19888677,,BBA_05665,XP_008598984.1,129,L-PSP endoribonuclease family protein Brt1
NW_007930850.1,285692,287318,+,19888678,,BBA_05666,XP_008598985.1,505,MFS transporter
NW_007930840.1,248394,249527,-,19885387,,BBA_02375,XP_008595694.1,377,DNA/pantothenate metabolism flavoprotein
NW_007930840.1,250455,252164,-,19885388,,BBA_02376,XP_008595695.1,569,hypothetical protein BBA_02376
NW_007930840.1,252905,254647,-,19885389,,BBA_02377,XP_008595696.1,580,acetyl-coenzyme A transporter 1
NW_007930840.1,255778,256768,+,19885390,,BBA_02378,XP_008595697.1,307,cenp-O kinetochore centromere component
NW_007930840.1,257458,258264,-,19885391,,BBA_02379,XP_008595698.1,268,adhesin protein Mad2
NW_007930840.1,260030,260740,-,19885392,,BBA_02380,XP_008595699.1,236,essential protein Yae1
NW_007930840.1,261868,263162,-,19885393,,BBA_02381,XP_008595700.1,412,putative endochitinase CHI2
NW_007930840.1,265443,267126,-,19885394,,BBA_02382,XP_008595701.1,536,Cytochrome P450 CYP52T1
NW_007930840.1,269270,269604,-,19885395,,BBA_02383,XP_008595702.1,76,hypothetical protein BBA_02383
NW_007930840.1,279948,281890,+,19885396,,BBA_02384,XP_008595703.1,540,Cytochrome P450 CYP542B3
NW_007930840.1,282673,284234,+,19885397,,BBA_02385,XP_008595704.1,454,major facilitator superfamily transporter
NW_007930840.1,284947,285627,+,19885398,,BBA_02386,XP_008595705.1,192,hypothetical protein BBA_02386
NW_007930840.1,285775,287666,-,19885399,,BBA_02387,XP_008595706.1,554,2-methylcitrate dehydratase
NW_007930840.1,289915,291782,+,19885400,,BBA_02388,XP_008595707.1,460,translation elongation factor 1 alpha
NW_007930840.1,292290,295369,-,19885401,,BBA_02389,XP_008595708.1,990,hypothetical protein BBA_02389
NW_007930840.1,295855,296867,+,19885402,,BBA_02390,XP_008595709.1,300,MAGE family protein
NW_007930840.1,297085,297758,-,19885403,,BBA_02391,XP_008595710.1,93,splicing factor 3B subunit 10
NW_007930840.1,297876,299210,+,19885404,,BBA_02392,XP_008595711.1,426,hypothetical protein BBA_02392
NW_007930840.1,302448,303283,+,19885405,,BBA_02393,XP_008595712.1,253,WD domain-containing protein
NW_007930840.1,303972,304808,-,19885406,,BBA_02394,XP_008595713.1,278,methyltransferase-like protein
NW_007930840.1,305341,307209,-,19885407,,BBA_02395,XP_008595714.1,594,Zn(2)-C6-type transcriptional repressor
NW_007930840.1,307587,308207,-,19885408,,BBA_02396,XP_008595715.1,206,NADPH-dependent FMN reductase
NW_007930840.1,309262,310158,+,19885409,,BBA_02397,XP_008595716.1,298,DnaJ domain-containing protein
NW_007930840.1,310655,312194,-,19885410,,BBA_02398,XP_008595717.1,492,aromatic and neutral aliphatic amino acid permease
NW_007930840.1,315547,317382,-,19885411,,BBA_02399,XP_008595718.1,611,phosphoribosylaminoimidazole carboxylase
NW_007930840.1,318820,320337,+,19885412,,BBA_02400,XP_008595719.1,505,amidase-like protein
NW_007930840.1,320896,322338,-,19885413,,BBA_02401,XP_008595720.1,380,integral membrane protein PTH11
NW_007930840.1,328896,329222,+,19885414,,BBA_02402,XP_008595721.1,108,hypothetical protein BBA_02402
NW_007930840.1,329768,332573,-,19885415,,BBA_02403,XP_008595722.1,784,"glycosyl hydrolase, putative"
NW_007930840.1,334118,336698,+,19885416,,BBA_02404,XP_008595723.1,677,Putative Zn(II)2Cys6 transcription factor
NW_007930840.1,338359,341520,-,19885417,,BBA_02405,XP_008595724.1,933,RNA recognition domain-containing protein
NW_007930840.1,346482,347562,-,19885418,,BBA_02406,XP_008595725.1,217,"Ras small GTPase, Ras type"
NW_007930840.1,352496,353062,-,19885419,,BBA_02407,XP_008595726.1,166,hypothetical protein BBA_02407
NW_007930840.1,354703,357172,+,19885420,,BBA_02408,XP_008595727.1,802,Ankyrin repeat protein
NW_007930840.1,358179,361692,-,19885421,,BBA_02409,XP_008595728.1,1141,EFR3-like protein
NW_007930840.1,364018,366964,-,19885422,,BBA_02410,XP_008595729.1,917,coatomer gamma-2 subunit
NW_007930840.1,367484,368629,+,19885423,,BBA_02411,XP_008595730.1,381,ATP12 chaperone
NW_007930840.1,368826,370732,-,19885424,,BBA_02412,XP_008595731.1,571,dimethylaniline monooxygenase
NW_007930846.1,744811,746283,-,19887878,,BBA_04866,XP_008598185.1,490,finger protein AZF1
NW_007930846.1,754252,754602,+,19887879,,BBA_04867,XP_008598186.1,87,hypothetical protein BBA_04867
NW_007930846.1,766391,767412,-,19887880,,BBA_04868,XP_008598187.1,321,FAD carrier protein FLX1
NW_007930846.1,768211,768536,-,19887881,,BBA_04869,XP_008598188.1,63,"Mitochondrial outer membrane translocase complex, subunit Tom7"
NW_007930846.1,768891,770160,+,19887882,,BBA_04870,XP_008598189.1,399,RNA recognition domain-containing protein
NW_007930846.1,770619,774386,-,19887883,,BBA_04871,XP_008598190.1,1237,cohesin loading factor
NW_007930846.1,775615,779178,-,19887884,,BBA_04872,XP_008598191.1,1187,variant SH3 domain-containing protein
NW_007930846.1,780513,782600,+,19887885,,BBA_04873,XP_008598192.1,634,putative germinal center kinases group protein
NW_007930846.1,783343,784584,-,19887886,,BBA_04874,XP_008598193.1,376,RAI1-like protein
NW_007930846.1,785280,789132,+,19887887,,BBA_04875,XP_008598194.1,1266,hypothetical protein BBA_04875
NW_007930846.1,789767,790770,-,19887888,,BBA_04876,XP_008598195.1,160,cytochrome c oxidase subunit Va
NW_007930846.1,792559,793716,+,19887889,,BBA_04877,XP_008598196.1,342,elongation of fatty acids protein 3
NW_007930846.1,796282,798323,+,19887890,,BBA_04878,XP_008598197.1,652,F-box domain-containing protein
NW_007930846.1,799234,801541,-,19887891,,BBA_04879,XP_008598198.1,687,hypothetical protein BBA_04879
NW_007930846.1,805436,808064,+,19887892,,BBA_04880,XP_008598199.1,698,aromatic amino acid aminotransferase
NW_007930846.1,808460,809744,-,19887893,,BBA_04881,XP_008598200.1,352,60S ribosomal protein L4
NW_007930846.1,812092,813781,-,19887894,,BBA_04882,XP_008598201.1,528,DEAD/DEAH box helicase
NW_007930846.1,814853,816487,-,19887895,,BBA_04883,XP_008598202.1,544,acyl-CoA dehydrogenase
NW_007930846.1,818018,819335,-,19887896,,BBA_04884,XP_008598203.1,394,DNA-repair protein rad2
NW_007930846.1,820174,822347,-,19887897,,BBA_04885,XP_008598204.1,700,hypothetical protein BBA_04885
NW_007930846.1,823866,824978,-,19887898,,BBA_04886,XP_008598205.1,370,hypothetical protein BBA_04886
NW_007930846.1,825736,826657,-,19887899,,BBA_04887,XP_008598206.1,285,transmembrane alpha-helix domain-containing protein
NW_007930846.1,831587,832902,+,19887900,,BBA_04888,XP_008598207.1,395,vacuolar protease A
NW_007930846.1,833852,836565,+,19887901,,BBA_04889,XP_008598208.1,867,hypothetical protein BBA_04889
NW_007930846.1,837313,838590,-,19887902,,BBA_04890,XP_008598209.1,425,sporulation protein RMD1
NW_007930846.1,839784,841011,+,19887903,,BBA_04891,XP_008598210.1,333,Sec14 cytosolic factor
NW_007930846.1,841573,842861,-,19887904,,BBA_04892,XP_008598211.1,293,kinetochore protein mis14
NW_007930846.1,844041,844404,-,19887905,,BBA_04893,XP_008598212.1,100,hypothetical protein BBA_04893
NW_007930846.1,847126,847768,-,19887906,,BBA_04894,XP_008598213.1,131,hypothetical protein BBA_04894
NW_007930846.1,849254,849830,-,19887907,,BBA_04895,XP_008598214.1,175,alkaline phosphatase
NW_007930846.1,852249,854185,-,19887908,,BBA_04896,XP_008598215.1,490,MFS multidrug transporter
NW_007930846.1,855160,856586,+,19887909,,BBA_04897,XP_008598216.1,421,26S proteasome subunit P45 family protein
NW_007930846.1,858271,859569,-,19887910,,BBA_04898,XP_008598217.1,432,protein required for amino acid permease transport from the Golgi to the cell surface
NW_007930846.1,862659,866087,-,19887911,,BBA_04899,XP_008598218.1,1142,DNA methyltransferase Dim-2
NW_007930846.1,868959,870444,-,19887912,,BBA_04900,XP_008598219.1,475,DNA replication regulator SLD2
NW_007930847.1,779,2408,+,19887913,,BBA_04901,XP_008598220.1,527,hypothetical protein BBA_04901
NW_007930847.1,2906,5432,+,19887914,,BBA_04902,XP_008598221.1,819,hypothetical protein BBA_04902
NW_007930847.1,8146,8934,-,19887915,,BBA_04903,XP_008598222.1,262,rasp f 7 allergen
NW_007930850.1,287509,287907,-,19888679,,BBA_05667,XP_008598986.1,132,hypothetical protein BBA_05667
NW_007930850.1,288288,291067,-,19888680,,BBA_05668,XP_008598987.1,767,Zn(II)2Cys6 transcription factor
NW_007930850.1,291422,292801,-,19888681,,BBA_05669,XP_008598988.1,459,acyl-CoA dehydrogenase
NW_007930850.1,293283,294600,-,19888682,,BBA_05670,XP_008598989.1,344,"GPI anchored protein, putative"
NW_007930850.1,295986,297385,+,19888683,,BBA_05671,XP_008598990.1,426,"C6 transcription factor, putative"
NW_007930850.1,297666,299305,-,19888684,,BBA_05672,XP_008598991.1,480,"beta-glucosidase, putative"
NW_007930850.1,300189,301598,+,19888685,,BBA_05673,XP_008598992.1,469,"MFS hexose transporter, putative"
NW_007930850.1,302910,304825,+,19888686,,BBA_05674,XP_008598993.1,563,hexose transporter
NW_007930850.1,308182,308931,+,19888687,,BBA_05675,XP_008598994.1,249,hypothetical protein BBA_05675
NW_007930850.1,310458,310944,+,19888688,,BBA_05676,XP_008598995.1,92,dolichol-phosphate mannosyltransferase subunit 3
NW_007930850.1,311348,313272,-,19888689,,BBA_05677,XP_008598996.1,614,hypothetical protein BBA_05677
NW_007930850.1,313747,317243,-,19888690,,BBA_05678,XP_008598997.1,749,nitrogen assimilation transcription factor nirA
NW_007930850.1,318258,318898,-,19888691,,BBA_05679,XP_008598998.1,195,HHE domain-containing protein
NW_007930850.1,320666,321006,+,19888692,,BBA_05680,XP_008598999.1,94,hypothetical protein BBA_05680
NW_007930850.1,321734,322636,+,19888693,,BBA_05681,XP_008599000.1,300,oxidoreductase-like protein
NW_007930850.1,323645,324389,-,19888694,,BBA_05682,XP_008599001.1,205,hypoxanthine guanine phosphoribosyltransferase
NW_007930850.1,325093,327067,-,19888695,,BBA_05683,XP_008599002.1,603,hypothetical protein BBA_05683
NW_007930850.1,328799,329776,+,19888696,,BBA_05684,XP_008599003.1,325,hypothetical protein BBA_05684
NW_007930850.1,330247,331901,-,19888697,,BBA_05685,XP_008599004.1,496,Cytochrome P450 CYP584D4
NW_007930850.1,333592,339363,+,19888698,,BBA_05686,XP_008599005.1,1698,AMP-binding enzyme
NW_007930850.1,339627,341454,-,19888699,,BBA_05687,XP_008599006.1,592,integral peroxisomal membrane peroxin
NW_007930850.1,343931,345729,-,19888700,,BBA_05688,XP_008599007.1,575,Arylsulfotransferase-like protein
NW_007930850.1,348766,349907,+,19888701,,BBA_05689,XP_008599008.1,338,extracellular dioxygenase
NW_007930850.1,350525,351677,-,19888702,,BBA_05690,XP_008599009.1,364,hypothetical protein BBA_05690
NW_007930850.1,352736,354071,-,19888703,,BBA_05691,XP_008599010.1,365,phospho-2-dehydro-3-deoxyheptonate aldolase
NW_007930850.1,356451,357361,+,19888704,,BBA_05692,XP_008599011.1,282,hypothetical protein BBA_05692
NW_007930850.1,357898,359167,-,19888705,,BBA_05693,XP_008599012.1,311,hypothetical protein BBA_05693
NW_007930850.1,360345,361746,+,19888706,,BBA_05694,XP_008599013.1,248,60S ribosomal protein L13
NW_007930850.1,362075,364230,-,19888707,,BBA_05695,XP_008599014.1,671,GTP binding protein
NW_007930850.1,365079,365561,+,19888708,,BBA_05696,XP_008599015.1,160,import inner membrane translocase subunit TIM16
NW_007930850.1,365931,368300,-,19888709,,BBA_05697,XP_008599016.1,672,biotin-protein ligase
NW_007930850.1,368428,369071,+,19888710,,BBA_05698,XP_008599017.1,91,CHCH domain-containing protein
NW_007930850.1,369326,370349,+,19888711,,BBA_05699,XP_008599018.1,310,mitochondrial genome maintenance protein MGM101
NW_007930850.1,370820,371998,-,19888712,,BBA_05700,XP_008599019.1,341,HVA22 family TB2/DP1 protein
NW_007930850.1,373428,374612,-,19888713,,BBA_05701,XP_008599020.1,394,5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase
NW_007930850.1,377302,378772,+,19888714,,BBA_05702,XP_008599021.1,469,WSC domain-containing protein
NW_007930850.1,381528,382814,+,19888715,,BBA_05703,XP_008599022.1,352,methyltransferase domain-containing protein
NW_007930850.1,390238,391590,+,19888716,,BBA_05704,XP_008599023.1,450,vegetative cell wall protein gp1
NW_007930840.1,372761,373269,-,19885425,,BBA_02413,XP_008595732.1,121,hypothetical protein BBA_02413
NW_007930840.1,374998,376321,-,19885426,,BBA_02414,XP_008595733.1,379,short chain dehydrogenase
NW_007930840.1,377779,378983,+,19885427,,BBA_02415,XP_008595734.1,375,alpha/beta hydrolase fold protein
NW_007930840.1,379096,380705,-,19885428,,BBA_02416,XP_008595735.1,517,FAD dependent oxidoreductase superfamily
NW_007930840.1,383105,385030,+,19885429,,BBA_02417,XP_008595736.1,510,secreted aspartic proteinase
NW_007930840.1,385835,388269,+,19885430,,BBA_02418,XP_008595737.1,578,AMP-binding enzyme
NW_007930840.1,388546,390938,-,19885431,,BBA_02419,XP_008595738.1,619,adhesin protein Mad1
NW_007930840.1,396456,396986,+,19885432,,BBA_02420,XP_008595739.1,136,hypothetical protein BBA_02420
NW_007930840.1,397885,399915,-,19885433,,BBA_02421,XP_008595740.1,652,ankyrin repeat and zinc finger domain-containing protein
NW_007930840.1,404032,404653,-,19885434,,BBA_02422,XP_008595741.1,189,hypothetical protein BBA_02422
NW_007930840.1,406528,408956,-,19885435,,BBA_02423,XP_008595742.1,790,hypothetical protein BBA_02423
NW_007930840.1,410954,413193,-,19885436,,BBA_02424,XP_008595743.1,720,DASH family cryptochrome
NW_007930840.1,418835,419755,+,19885437,,BBA_02425,XP_008595744.1,272,SH3 domain-containing protein
NW_007930840.1,424025,425992,+,19885438,,BBA_02426,XP_008595745.1,556,histidinol and sodium permease
NW_007930840.1,426393,427298,-,19885439,,BBA_02427,XP_008595746.1,301,conidiation-specific protein (con-13)
NW_007930840.1,430910,432774,+,19885440,,BBA_02428,XP_008595747.1,528,Cytochrome P450 CYP52G8
NW_007930840.1,436306,437999,+,19885441,,BBA_02429,XP_008595748.1,538,alpha glucoside transporter
NW_007930840.1,442545,444180,+,19885442,,BBA_02430,XP_008595749.1,527,amino acid permease
NW_007930840.1,444400,445911,-,19885443,,BBA_02431,XP_008595750.1,503,ribosome assembly protein RRB1
NW_007930840.1,446347,447009,+,19885444,,BBA_02432,XP_008595751.1,220,triacylglycerol lipase
NW_007930840.1,448016,448489,-,19885445,,BBA_02433,XP_008595752.1,157,putative GTP release factor
NW_007930840.1,449856,451657,-,19885446,,BBA_02434,XP_008595753.1,509,phosphotransferase enzyme family protein
NW_007930840.1,452670,457362,+,19885447,,BBA_02435,XP_008595754.1,1525,peptidase C14
NW_007930840.1,457531,458278,-,19885448,,BBA_02436,XP_008595755.1,176,histidine triad nucleotide-binding protein 3
NW_007930840.1,458698,460074,-,19885449,,BBA_02437,XP_008595756.1,441,hypothetical protein BBA_02437
NW_007930840.1,461024,463185,-,19885450,,BBA_02438,XP_008595757.1,605,general amidase GmdA
NW_007930840.1,464014,465304,-,19885451,,BBA_02439,XP_008595758.1,408,pelota-like protein
NW_007930840.1,466342,468165,+,19885452,,BBA_02440,XP_008595759.1,607,peptidase M61 domain protein
NW_007930840.1,471016,474023,+,19885453,,BBA_02441,XP_008595760.1,967,WD repeat domain-containing protein
NW_007930840.1,474523,474951,-,19885454,,BBA_02442,XP_008595761.1,142,thioredoxin-like protein
NW_007930840.1,475916,477604,-,19885455,,BBA_02443,XP_008595762.1,482,cell cycle control protein cwf8
NW_007930840.1,478227,478836,+,19885456,,BBA_02444,XP_008595763.1,184,OHCU decarboxylase
NW_007930840.1,479245,480562,+,19885457,,BBA_02445,XP_008595764.1,390,acyl-CoA thioesterase II
NW_007930840.1,480917,482225,-,19885458,,BBA_02446,XP_008595765.1,407,ice nucleation protein
NW_007930840.1,484034,486830,+,19885459,,BBA_02447,XP_008595766.1,865,BRO1-like domain-containing protein
NW_007930840.1,487372,488938,-,19885460,,BBA_02448,XP_008595767.1,490,SPFH domain/Band 7 family protein
NW_007930840.1,490634,493496,-,19885461,,BBA_02449,XP_008595768.1,726,"Blood coagulation inhibitor, Disintegrin"
NW_007930840.1,494882,495763,-,19885462,,BBA_02450,XP_008595769.1,293,hypothetical protein BBA_02450
NW_007930840.1,498218,500914,-,19885463,,BBA_02451,XP_008595770.1,754,oligopeptide transporter
NW_007930850.1,399235,400497,+,19888717,,BBA_05705,XP_008599024.1,420,"metalloproteinase, putative"
NW_007930850.1,400913,401389,-,19888718,,BBA_05706,XP_008599025.1,158,putative membrane protein
NW_007930850.1,403177,404376,+,19888719,,BBA_05707,XP_008599026.1,399,UPF0665 family protein c
NW_007930850.1,404504,405212,-,19888720,,BBA_05708,XP_008599027.1,172,putative carbohydrate-binding protein
NW_007930850.1,406938,407690,-,19888721,,BBA_05709,XP_008599028.1,250,hypothetical protein BBA_05709
NW_007930850.1,411109,411588,+,19888722,,BBA_05710,XP_008599029.1,159,hypothetical protein BBA_05710
NW_007930850.1,413905,415393,+,19888723,,BBA_05711,XP_008599030.1,440,CFEM domain-containing protein
NW_007930850.1,416447,417494,+,19888724,,BBA_05712,XP_008599031.1,319,hypothetical protein BBA_05712
NW_007930850.1,417998,418746,-,19888725,,BBA_05713,XP_008599032.1,196,LSM domain-containing protein
NW_007930850.1,420077,420805,-,19888726,,BBA_05714,XP_008599033.1,162,diadenosine hexaphosphate hydrolase
